axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index,sys_1,sys_2,sys_3,sys_4,sys_5,sys_6,sys_7,sys_8,sys_9,sys_10,sys_11,sys_total
x,0.10681463778018951,0.17718307673931125,0,14473,14642,-0.007749757,0.005860417,0.00018599417,-165.0,0,0,-0.0018759932136163116,-0.0004643065622076392,-0.00014600413851439953,0.00013091007713228464,0.0004095855401828885,0.004530047532171011,0.0016309476923197508,0.0017917770892381668,-0.002771698171272874,0.0007810937240719795,0.0005908131133764982,0.006242948865914152
x,0.10681463778018951,0.17718307673931125,0,7433,7580,-0.013072782,0.008160733,0.00031374677,-135.0,1,1,-0.010933523066341877,-5.4139643907547e-05,0.0017628283239901066,4.6465080231428146e-05,-0.0025921708438545465,-0.00023572798818349838,0.004767652601003647,0.007414358668029308,-0.004181630443781614,0.0022556548938155174,0.002952265553176403,0.015440939338713267
x,0.10681463778018951,0.17718307673931125,0,11654,11904,-0.014168366,0.0065145916,0.00034004077,-105.0,2,2,-0.006607426330447197,-0.003910664934664965,-0.00041789922397583723,0.0008254424901679158,-0.002129934262484312,-0.0037371646612882614,0.00555435661226511,-0.0027595716528594494,0.00044028880074620247,0.0016556750051677227,-0.005024178419262171,0.012039684111322176
x,0.10681463778018951,0.17718307673931125,0,7360,7456,-0.008650843,0.008215202,0.00020762024,-75.0,3,3,0.003614598885178566,-0.0030913222581148148,-5.1820650696754456e-05,0.00028153136372566223,-0.0008586663752794266,0.0027495846152305603,-0.0037217745557427406,0.0024460917338728905,0.0030776439234614372,-0.002659611403942108,-0.003477056510746479,0.008914672440758328
x,0.10681463778018951,0.17718307673931125,0,6965,7213,-0.023353655,0.008396031,0.00056048774,-45.0,4,4,0.0053105428814888,0.0015133507549762726,-0.0005992427468299866,0.0004932880401611328,-0.001879371702671051,0.002659618854522705,-0.0059553273022174835,0.007147450000047684,-0.008241374045610428,0.00037880614399909973,-0.004778165370225906,0.014803604322981065
x,0.10681463778018951,0.17718307673931125,0,3319,3451,-0.026031753,0.012149502,0.0006247621,-15.0,5,5,-0.0028331936337053776,-0.0020324301440268755,0.0006596704479306936,-0.0013613663613796234,-0.0026132117491215467,0.000824660062789917,-0.003851792309433222,-0.0017847788985818624,-0.0004990515299141407,0.010563364252448082,0.0031024753116071224,0.012705746389782294
x,0.10681463778018951,0.17718307673931125,0,3451,3395,0.010921173,0.012085251,0.00026210814,15.0,6,6,0.009267359972000122,0.0013786442577838898,-0.001134549267590046,-0.0016115577891469002,0.010936582460999489,-0.0024181604385375977,-0.009821796789765358,0.005669828038662672,-0.0056358324363827705,0.0002031298354268074,-0.002970229834318161,0.019656196316642713
x,0.10681463778018951,0.17718307673931125,0,7289,6915,0.035154354,0.008385446,0.0008437045,45.0,7,7,0.0014882199466228485,-0.0008448921144008636,-0.00046611763536930084,0.00014003179967403412,0.0009167119860649109,0.0004253219813108444,-0.003630582243204117,-0.0062883393839001656,-0.0040866779163479805,9.264610707759857e-05,-0.011888109147548676,0.014661097296298756
x,0.10681463778018951,0.17718307673931125,0,7662,7281,0.03404124,0.008175782,0.0008169898,75.0,8,8,-0.0014828499406576157,0.002248784527182579,-3.273412585258484e-05,-0.0001907702535390854,0.0020219795405864716,0.003493513911962509,0.0008597783744335175,0.0029994528740644455,0.01082860678434372,-0.004707822576165199,-0.0020316317677497864,0.013299329443985262
x,0.10681463778018951,0.17718307673931125,0,12163,11553,0.034340497,0.0064896764,0.00082417193,105.0,9,9,0.0029543042182922363,0.0014526471495628357,2.33575701713562e-05,0.00028160586953163147,-0.0016480721533298492,0.00383111834526062,0.0014533698558807373,0.002552807331085205,0.0021082647144794464,-0.0009002648293972015,0.0036827903240919113,0.007467185871758109
x,0.10681463778018951,0.17718307673931125,0,7554,7548,0.0005304384,0.008137344,1.2730521e-05,135.0,10,10,-0.0016848514787852764,-0.0005653346888720989,-8.34721140563488e-05,-0.0012283981777727604,0.005420372821390629,0.0017615118995308876,-0.0013915423769503832,0.001235390082001686,-0.001164812594652176,-0.00014428934082388878,0.009523117914795876,0.011519009707576662
x,0.10681463778018951,0.17718307673931125,0,14995,14462,0.024157772,0.0058247726,0.00057978655,165.0,11,11,0.0014647012576460838,0.0013863146305084229,0.00017452239990234375,-0.0007727062329649925,-0.0018048007041215897,-9.066052734851837e-05,-0.0022349227219820023,-0.0014851931482553482,0.0023416802287101746,0.0018317289650440216,-0.0027098366990685463,0.005598470007390181
x,0.17718307673931125,0.22535382211208344,1,14688,14979,-0.013095966,0.005805317,0.00031430318,-165.0,0,12,-0.004765817895531654,-0.0013536252081394196,-0.00014106370508670807,-0.00031773000955581665,0.0022855382412672043,-0.0006615351885557175,0.000509113073348999,0.001959407702088356,-0.0008392203599214554,-0.00038285180926322937,-0.005628185346722603,0.008182499488861671
x,0.17718307673931125,0.22535382211208344,1,8251,8463,-0.01693455,0.007733882,0.0004064292,-135.0,1,13,-0.008926551789045334,-0.0014585945755243301,-0.0009637437760829926,-0.00044570863246917725,0.00011485815048217773,0.0013802628964185715,-0.001934882253408432,0.00045546330511569977,-0.005190279334783554,-0.0027863141149282455,-0.00528695248067379,0.012306999223901405
x,0.17718307673931125,0.22535382211208344,1,10491,11117,-0.038679242,0.0067977877,0.00092830183,-105.0,2,14,0.00315302237868309,0.0008660182356834412,-0.0004557706415653229,-0.0005915649235248566,-0.0007440820336341858,0.0011323392391204834,0.0028399936854839325,0.004207298159599304,-0.0017143003642559052,-0.0011073239147663116,-0.0012653321027755737,0.00667967387867639
x,0.17718307673931125,0.22535382211208344,1,8583,8941,-0.0272752,0.007551301,0.0006546048,-75.0,3,15,0.001824602484703064,0.0007859803736209869,0.00047029927372932434,-0.0004345513880252838,0.0010611824691295624,0.000972062349319458,-0.004003362730145454,0.00045884400606155396,-0.0022256001830101013,-0.002633560448884964,0.004857785999774933,0.007625774828666972
x,0.17718307673931125,0.22535382211208344,1,6136,6464,-0.034755334,0.008903326,0.000834128,-45.0,4,16,0.00046325474977493286,0.00022914260625839233,0.0007062479853630066,-0.00037054717540740967,0.00013232603669166565,-0.0012840107083320618,0.002348504960536957,-0.0037457793951034546,0.001799158751964569,0.003522835671901703,0.0005433894693851471,0.006169145056667282
x,0.17718307673931125,0.22535382211208344,1,2939,3071,-0.029323624,0.012893653,0.000703767,-15.0,5,17,0.001561049371957779,-0.0028754211962223053,-0.0023594610393047333,-0.00032640621066093445,0.0016601867973804474,-0.007673051208257675,-0.0008161626756191254,0.0004795193672180176,0.002581872045993805,-0.005385491997003555,0.001672215759754181,0.010833854708732483
x,0.17718307673931125,0.22535382211208344,1,3032,3013,0.0041963863,0.01286169,0.000100713274,15.0,6,18,0.0048752594739198685,0.003527528140693903,-0.0017316574230790138,-0.00020527653396129608,-0.0017031347379088402,0.002343415282666683,0.0034220367670059204,0.000605827197432518,-0.014505419880151749,-0.0004690345376729965,0.00499641802161932,0.017184685138282967
x,0.17718307673931125,0.22535382211208344,1,6506,6215,0.030541468,0.0088621015,0.0007329952,45.0,7,19,0.004342813044786453,0.0018314793705940247,-0.0004228055477142334,-0.0035123229026794434,0.00022999942302703857,-0.00027120858430862427,0.0001712515950202942,-0.0018529482185840607,-0.003255099058151245,-0.00032581016421318054,-0.006578043103218079,0.00960683037116646
x,0.17718307673931125,0.22535382211208344,1,8685,8232,0.0357514,0.0076835267,0.0008580336,75.0,8,20,0.0029238760471343994,-0.00013124756515026093,-1.621432602405548e-05,4.090741276741028e-05,0.0009958669543266296,-0.002697605639696121,-0.001941535621881485,-0.00041956454515457153,-0.003319116309285164,-0.0011995509266853333,-0.0002745185047388077,0.0057717806134238965
x,0.17718307673931125,0.22535382211208344,1,11038,10600,0.027025588,0.006795678,0.00064861414,105.0,9,21,0.0071698930114507675,0.00012098997831344604,0.00010965019464492798,-0.000582817941904068,0.0007391702383756638,-0.0018023420125246048,0.0009621679782867432,-0.002049475908279419,0.00037235207855701447,0.0018165018409490585,-0.0006647743284702301,0.008035849817781169
x,0.17718307673931125,0.22535382211208344,1,8373,8195,0.014343928,0.007768198,0.00034425428,135.0,10,22,-0.0033468231558799744,0.0004360498860478401,-0.0015927134081721306,-0.00015357322990894318,0.0024194205179810524,0.0016706539317965508,-0.005160987377166748,0.0013198247179389,-0.008151698857545853,-0.0022896146401762962,0.004539329558610916,0.011969633911681987
x,0.17718307673931125,0.22535382211208344,1,14969,14681,0.0129683865,0.0058069904,0.00031124128,165.0,11,23,-0.00024017225950956345,-0.00023367349058389664,0.0011377288028597832,0.00011409260332584381,-0.0013369610533118248,0.000599786639213562,-0.00479441974312067,-0.0018157586455345154,-0.0018229084089398384,0.0005590058863162994,-0.0005174633115530014,0.0058097874225537405
x,0.22535382211208344,0.2737313747406006,2,14640,14887,-0.011168525,0.0058191996,0.0002680446,-165.0,0,24,0.00029343459755182266,0.000917297787964344,-0.0001650191843509674,0.0005166139453649521,0.0006366297602653503,-0.0012559546157717705,-0.0008441591635346413,-0.002424311824142933,-0.0004954338073730469,-0.0005792230367660522,-0.0006717238575220108,0.0032903554947390783
x,0.22535382211208344,0.2737313747406006,2,8700,8995,-0.02225818,0.0075156596,0.0005341963,-135.0,1,25,0.005024217069149017,-0.0006978511810302734,-1.4055520296096802e-05,-0.0004471428692340851,-0.0015655867755413055,0.0013906918466091156,-0.004539236426353455,-0.0007836166769266129,0.0009163916110992432,-0.000723889097571373,0.00486266054213047,0.008748882927842058
x,0.22535382211208344,0.2737313747406006,2,9841,10417,-0.03796156,0.007020832,0.0009110775,-105.0,2,26,0.0003165118396282196,-0.0013466142117977142,0.0006361212581396103,-0.00010498613119125366,-0.0004957728087902069,-0.0009088404476642609,-0.008103979751467705,-0.0014085061848163605,-0.004124360159039497,-0.0028466954827308655,0.004626547917723656,0.01084335504227435
x,0.22535382211208344,0.2737313747406006,2,8571,8982,-0.031261418,0.0075441794,0.00075027405,-75.0,3,27,-0.005354898050427437,-0.0015857871621847153,0.0005852784961462021,0.00016814470291137695,0.0008894391357898712,-0.0024803467094898224,-0.008260354399681091,-0.004558077082037926,0.0016221385449171066,-0.0005425736308097839,-0.004292987287044525,0.01220117536688795
x,0.22535382211208344,0.2737313747406006,2,6010,6319,-0.03346176,0.009001043,0.00080308225,-45.0,4,28,0.003789380192756653,-0.0015763826668262482,-0.0008337758481502533,3.84598970413208e-05,0.0021484121680259705,-0.0011468380689620972,0.0054526180028915405,0.007079502567648888,0.0018348246812820435,-0.0008014477789402008,-0.0053512342274188995,0.011660487377773802
x,0.22535382211208344,0.2737313747406006,2,3054,3013,0.009022524,0.01283794,0.00021654057,-15.0,5,29,-0.0006775083020329475,-0.00010870210826396942,-0.002972029149532318,-0.0017575565725564957,0.0010442519560456276,-1.1946074664592743e-05,0.007467484101653099,0.0032137716189026833,0.0050072818994522095,0.0016576210036873817,-0.0015501715242862701,0.010478485523659296
x,0.22535382211208344,0.2737313747406006,2,2969,2899,0.015926711,0.013052685,0.00038224107,15.0,6,30,-0.004305483773350716,0.002589605748653412,4.2885541915893555e-05,-0.00035474449396133423,0.0021399259567260742,0.000477861613035202,-0.006277831271290779,-0.00803493894636631,0.00046756118535995483,0.0031423307955265045,1.8950551748275757e-05,0.012010128677905187
x,0.22535382211208344,0.2737313747406006,2,6238,6201,0.003971316,0.008966105,9.531158e-05,45.0,7,31,0.0034521841444075108,-0.0017715906724333763,-0.001019763294607401,-0.00019339937716722488,0.0006956197321414948,0.0026751281693577766,0.00048060156404972076,0.00042427144944667816,0.004491529427468777,-0.001349729485809803,0.004249717108905315,0.008015005478631466
x,0.22535382211208344,0.2737313747406006,2,9338,8711,0.046380196,0.007435425,0.0011131247,75.0,8,32,-0.0003842860460281372,-0.000783722847700119,0.0005314089357852936,-0.000323370099067688,0.001316893845796585,0.0017190128564834595,0.002134665846824646,0.00014720484614372253,-0.0031898468732833862,-0.0022636428475379944,0.004352293908596039,0.006682679655225937
x,0.22535382211208344,0.2737313747406006,2,10300,9779,0.034642868,0.0070529077,0.00083142886,105.0,9,33,0.010002704337239265,-0.0017308592796325684,-0.0013481862843036652,-0.0011051706969738007,0.00014666840434074402,-0.0032065771520137787,-0.003957940265536308,-0.002192564308643341,-0.0015219300985336304,0.002109300345182419,-0.0011876747012138367,0.01204330705592949
x,0.22535382211208344,0.2737313747406006,2,9088,8765,0.024155138,0.007481999,0.00057972333,135.0,10,34,0.005316166207194328,0.0009586848318576813,-0.0007371027022600174,8.697528392076492e-05,-0.0004561645910143852,-0.0014791274443268776,-0.0018200818449258804,-0.0015841946005821228,0.006603963673114777,-0.000835394486784935,0.0022043418139219284,0.00933376678546312
x,0.22535382211208344,0.2737313747406006,2,14916,14940,-0.0010732423,0.005787406,2.5757816e-05,165.0,11,35,0.005158549174666405,-0.00021536287385970354,-8.305953815579414e-05,0.00048149272333830595,-0.0007876300951465964,0.0012807324528694153,-0.005126424599438906,-0.0003092826809734106,-0.00779607193544507,-0.002412813249975443,0.00547361746430397,0.012332605570799533
x,0.2737313747406006,0.33397098183631896,3,14257,14707,-0.020743027,0.0058745863,0.00049783266,-165.0,0,36,-0.0014877822250127792,0.00021043792366981506,-0.0006205439567565918,0.00013902783393859863,0.0003567952662706375,0.0007530376315116882,-0.0006375163793563843,-2.70698219537735e-05,0.0009618997573852539,-0.00040583498775959015,0.001775544136762619,0.0028295268540010584
x,0.2737313747406006,0.33397098183631896,3,9090,9272,-0.013233344,0.007379076,0.00031760026,-135.0,1,37,0.004178920760750771,0.0008812993764877319,0.0016490183770656586,-6.318651139736176e-05,-0.0005219578742980957,0.0002187918871641159,0.002482600510120392,0.0049852533265948296,0.00117536261677742,0.0008755642920732498,0.0031996257603168488,0.008042722332078518
x,0.2737313747406006,0.33397098183631896,3,9417,9953,-0.036944803,0.007180234,0.00088667526,-105.0,2,38,-4.179030656814575e-05,7.098168134689331e-05,0.0006683766841888428,-0.00019266828894615173,0.0008538626134395599,-0.00016505643725395203,0.0033367127180099487,0.002137545496225357,-0.00037688761949539185,6.89774751663208e-05,0.0030449852347373962,0.005135021717674817
x,0.2737313747406006,0.33397098183631896,3,8885,9670,-0.056484185,0.0073295212,0.0013556205,-75.0,3,39,0.006326887756586075,0.0019117295742034912,0.002527974545955658,0.00037904828786849976,-0.00026041269302368164,0.0003396943211555481,-0.005233563482761383,0.0018372610211372375,-0.0010446682572364807,-0.0016327202320098877,-0.004973128437995911,0.010471704108393784
x,0.2737313747406006,0.33397098183631896,3,6144,6263,-0.012805553,0.008976995,0.00030733328,-45.0,4,40,-0.003599081188440323,-1.091696321964264e-05,-0.0024571362882852554,-6.653554737567902e-05,0.0003884918987751007,0.002637108787894249,-3.3508986234664917e-06,-0.004280203953385353,-0.0010977629572153091,-0.0024659428745508194,-0.0060599567368626595,0.009403717857766315
x,0.2737313747406006,0.33397098183631896,3,3060,3100,-0.008669568,0.012740701,0.00020806964,-15.0,5,41,-0.00985810812562704,0.002896940801292658,-0.00035691866651177406,0.002431255765259266,-0.0011039157398045063,-0.004900118336081505,-0.00229793693870306,-0.0042038774117827415,-0.0028512163553386927,-0.005120706744492054,0.004654671065509319,0.014690571176275938
x,0.2737313747406006,0.33397098183631896,3,3131,2984,0.032095123,0.012781386,0.00077028293,15.0,6,42,-0.003432605415582657,-0.00228799507021904,-0.0007959641516208649,-0.0018004495650529861,-0.002383813261985779,-0.0016916338354349136,0.0030021704733371735,0.0029275882989168167,0.0003317389637231827,-0.002421543002128601,-0.006813524290919304,0.009970902916070152
x,0.2737313747406006,0.33397098183631896,3,6410,6065,0.036922976,0.008947125,0.00088615145,45.0,7,43,0.000995885580778122,0.001324392855167389,-1.934543251991272e-05,-0.00010695680975914001,-0.00024646148085594177,-9.081140160560608e-05,-0.0026207566261291504,0.0027208179235458374,-0.00425541028380394,-0.0006717629730701447,-0.005460597574710846,0.008091707608215907
x,0.2737313747406006,0.33397098183631896,3,9656,9000,0.04694653,0.00731327,0.0011267167,75.0,8,44,-0.000807594507932663,-0.0006362386047840118,-0.0014899671077728271,0.0001932494342327118,0.0001176781952381134,0.000182274729013443,0.001467481255531311,0.004699263721704483,-0.00016050785779953003,0.0014748871326446533,-0.002220574766397476,0.005893217787685188
x,0.2737313747406006,0.33397098183631896,3,9599,9393,0.014481539,0.0072555295,0.00034755692,105.0,9,45,-0.0008348580449819565,0.0015358738601207733,0.0005195476114749908,0.000375872477889061,0.0012516435235738754,0.0002794358879327774,0.0021221060305833817,0.0027981549501419067,0.000613940879702568,-0.0007276665419340134,-0.0006149541586637497,0.004327747449030088
x,0.2737313747406006,0.33397098183631896,3,9405,9213,0.013768492,0.007328116,0.0003304438,135.0,10,46,0.0025046272203326225,0.0010316800326108932,-0.001015814021229744,-0.0001673717051744461,-0.0005895383656024933,0.0033243754878640175,0.005379868671298027,0.0009961295872926712,0.002578960731625557,0.004087553359568119,0.0018231058493256569,0.00874154147849737
x,0.2737313747406006,0.33397098183631896,3,14615,14395,0.010124956,0.005870889,0.00024299895,165.0,11,47,-0.007055974565446377,-0.0007022209465503693,-3.457069396972656e-05,-0.0005602966994047165,-2.0388513803482056e-05,-0.00026197824627161026,-0.002661867067217827,-0.002286270260810852,-0.0032755518332123756,0.0014441711828112602,0.0006267763674259186,0.008728364907836652
x,0.33397098183631896,0.6021702885627747,4,14330,14258,0.0033625357,0.0059143314,8.070086e-05,-165.0,0,48,-0.0013851560652256012,-0.000396212562918663,-0.0007636221125721931,-0.00017235800623893738,-0.0002026176080107689,0.00014846306294202805,6.236322224140167e-05,-0.0005790330469608307,-0.0006545083597302437,0.002205134369432926,0.002430134452879429,0.0037798523237750517
x,0.33397098183631896,0.6021702885627747,4,9267,9742,-0.033362035,0.0072490075,0.00080068887,-135.0,1,49,-0.0032409094274044037,-0.0004425346851348877,-0.0018504224717617035,-0.00014073215425014496,-0.0003910716623067856,-0.0014415308833122253,-0.00022987276315689087,-0.0002848096191883087,0.000701678916811943,0.0008267480880022049,0.0019805897027254105,0.0046483015543645895
x,0.33397098183631896,0.6021702885627747,4,8977,9619,-0.04609286,0.0073253503,0.0011062287,-105.0,2,50,0.0015256106853485107,0.0009955428540706635,-4.478171467781067e-05,-0.00022515282034873962,-0.0008829496800899506,-0.0010599792003631592,-0.0016559064388275146,-0.0001668184995651245,0.002604026347398758,-0.0006419643759727478,0.01038828119635582,0.011097466423164665
x,0.33397098183631896,0.6021702885627747,4,8951,9675,-0.051896393,0.007317363,0.0012455134,-75.0,3,51,-0.0009377337992191315,-0.0002985522150993347,-0.0013251826167106628,0.00032678619027137756,-0.0008353441953659058,-0.0011524856090545654,-0.00033501535654067993,-0.00047650933265686035,0.000947609543800354,0.0008287355303764343,-0.0005904547870159149,0.0026702245232338145
x,0.33397098183631896,0.6021702885627747,4,6117,6557,-0.046350792,0.008873115,0.0011124191,-45.0,4,52,0.0009706728160381317,0.001197032630443573,0.0011532939970493317,0.0005037225782871246,-0.001444205641746521,0.0010876655578613281,-0.0011013522744178772,-0.0006658472120761871,0.0002935044467449188,-0.00035481154918670654,0.006980966776609421,0.007604598949916655
x,0.33397098183631896,0.6021702885627747,4,3062,3158,-0.020606253,0.012676886,0.0004945501,-15.0,5,53,0.011008389294147491,0.000650063157081604,0.0030340291559696198,0.00020524859428405762,0.000301409512758255,-0.0025188736617565155,-0.0005329325795173645,0.003314189612865448,-0.003996491432189941,-0.002699814736843109,-0.009174738079309464,0.01599984003706935
x,0.33397098183631896,0.6021702885627747,4,3077,3052,0.0054458864,0.012773171,0.00013070127,15.0,6,54,0.013729151338338852,-0.0033404165878891945,0.0016842135228216648,-1.7550773918628693e-06,-4.597799852490425e-05,0.004793092608451843,-0.00028945552185177803,0.00462608877569437,0.0014593284577131271,-0.00013610022142529488,-0.0010741720907390118,0.01581919400001071
x,0.33397098183631896,0.6021702885627747,4,6560,6140,0.04415336,0.008864911,0.0010596806,45.0,7,55,-0.00344843789935112,-0.0017835907638072968,-6.52894377708435e-05,1.2811273336410522e-05,-0.0008635483682155609,0.0002862289547920227,0.000758003443479538,0.0006649866700172424,0.004212073981761932,0.0015207715332508087,-0.009192157536745071,0.011021426384673919
x,0.33397098183631896,0.6021702885627747,4,9322,8927,0.028898561,0.007399443,0.00069356547,75.0,8,56,0.009086849167943,-5.902256816625595e-05,0.00036188308149576187,4.529021680355072e-06,0.00039387959986925125,0.00011457782238721848,-0.00046148989349603653,0.0015557128936052322,-0.001573212444782257,-0.0013228077441453934,-0.0040934132412076,0.010319284169679446
x,0.33397098183631896,0.6021702885627747,4,9593,8992,0.043174777,0.0073284744,0.0010361946,105.0,9,57,-0.0045786648988723755,-0.0010840445756912231,-0.0005742348730564117,-0.0001935511827468872,0.0002522319555282593,0.0020855478942394257,-1.5206634998321533e-05,-0.00011965259909629822,0.0001676902174949646,0.004203241318464279,0.0018385238945484161,0.006928906069064386
